,Average Wind Speed (mph),Relative Humidity (%)
0,1.8250000000000002,61.5
1,2.5333333333333337,58.958333333333336
2,1.7666666666666666,60.333333333333336
3,2.2708333333333335,65.29166666666667
4,3.116666666666667,62.083333333333336
5,2.166666666666667,61.833333333333336
6,2.695833333333334,87.25
7,3.1500000000000004,95.29166666666667
8,3.7541666666666678,88.95833333333333
9,2.65,90.29166666666667
10,3.7208333333333337,97.45833333333333
11,5.2875000000000005,78.66666666666667
12,3.2708333333333344,66.16666666666667
13,3.3250000000000006,53.375
14,3.445833333333335,48.083333333333336
15,3.4625,46.625
16,2.641666666666667,42.75
17,2.3875000000000006,40.583333333333336
18,2.708333333333334,45.333333333333336
19,2.2000000000000006,42.333333333333336
20,2.6875,48.791666666666664
21,2.5958333333333337,46.166666666666664
22,2.733333333333333,58.375
23,3.3249999999999997,57.75
24,1.9750000000000005,51.5
25,2.329166666666667,63.958333333333336
26,3.108333333333334,91.04166666666667
27,2.7249999999999996,92.16666666666667
28,4.1625,94.58333333333333
29,4.266666666666667,86.83333333333333
30,4.029166666666666,78.04166666666667
31,3.033333333333333,74.08333333333333
32,4.508333333333334,98.83333333333333
33,3.7375000000000007,87.45833333333333
34,2.983333333333334,83.08333333333333
35,3.258333333333333,85.66666666666667
36,3.458333333333332,97.16666666666667
37,6.283333333333332,96.20833333333333
38,8.187499999999998,99.58333333333333
39,6.4750000000000005,99.75
40,3.229166666666666,90.95833333333333
41,2.525,87.45833333333333
42,2.495833333333333,84.70833333333333
43,2.4375000000000004,90.16666666666667
44,3.025,90.04166666666667
45,4.216666666666667,94.58333333333333
46,3.1750000000000007,77.125
47,3.9583333333333344,83.125
48,2.608333333333333,91.54166666666667
49,4.8375,79.16666666666667
50,3.395833333333334,73.04166666666667
51,2.866666666666667,76.54166666666667
52,2.533333333333334,81.125
53,2.3416666666666672,79.875
54,2.3375000000000004,76.83333333333333
55,3.7083333333333326,83.375
56,7.45,92.91666666666667
57,5.133333333333334,87.125
58,7.408333333333334,94.0
59,7.233333333333331,90.20833333333333
60,4.591666666666667,95.75
61,3.3125000000000004,93.66666666666667
62,1.6583333333333332,94.83333333333333
63,4.7875000000000005,89.91666666666667
64,4.050000000000001,87.45833333333333
65,3.920833333333334,84.91666666666667
66,1.6416666666666668,77.29166666666667
67,1.9875000000000007,75.66666666666667
68,4.795833333333334,83.41666666666667
69,4.9750000000000005,68.875
70,4.658333333333333,57.5
71,3.070833333333334,66.95833333333333
72,3.9083333333333337,87.16666666666667
73,3.083333333333334,76.54166666666667
74,3.7916666666666665,70.83333333333333
75,5.470833333333334,79.16666666666667
76,3.462499999999999,68.33333333333333
77,2.225,62.375
78,2.691666666666667,71.20833333333333
79,3.766666666666666,83.08333333333333
80,3.683333333333334,82.20833333333333
81,2.716666666666667,80.25
82,2.6833333333333336,72.66666666666667
83,4.8,91.91666666666667
84,5.7375,92.58333333333333
85,3.3375000000000004,87.0
86,4.562499999999999,83.83333333333333
87,5.474999999999999,95.20833333333333
88,4.362500000000001,84.45833333333333
89,5.816666666666666,91.125
90,4.716666666666666,92.125
91,3.2583333333333333,83.45833333333333
92,3.5583333333333336,84.83333333333333
93,4.2,92.625
94,4.808333333333334,84.0
95,3.8083333333333336,80.375
96,1.6208333333333333,73.08333333333333
97,3.1166666666666676,76.75
98,3.1625,78.125
99,2.5375000000000005,76.0
100,3.983333333333333,83.5
101,5.891666666666667,83.79166666666667
102,4.145833333333332,81.75
103,3.8458333333333328,78.16666666666667
104,5.154166666666666,81.95833333333333
105,4.229166666666668,73.70833333333333
106,6.041666666666667,83.875
107,5.266666666666667,80.375
108,6.612500000000002,82.41666666666667
109,4.0874999999999995,74.875
110,4.566666666666667,80.95833333333333
111,8.345833333333333,77.375
112,5.283333333333334,75.25
113,5.491666666666666,85.0
114,5.45,90.16666666666667
115,5.662499999999999,83.25
116,5.275000000000001,85.91666666666667
117,4.875000000000001,70.91666666666667
118,3.5416666666666665,60.625
119,3.716666666666667,47.666666666666664
120,2.741666666666667,45.875
121,4.833333333333332,62.541666666666664
122,7.2749999999999995,80.45833333333333
123,6.333333333333335,82.70833333333333
124,7.700000000000002,80.20833333333333
125,6.9375,75.20833333333333
126,6.1625000000000005,79.95833333333333
127,5.554166666666666,88.16666666666667
128,6.3625,81.29166666666667
129,6.841666666666669,73.04166666666667
130,6.216666666666664,59.458333333333336
131,3.1374999999999997,56.791666666666664
132,2.704166666666666,44.041666666666664
133,2.504166666666667,37.541666666666664
134,4.283333333333334,45.75
135,6.479166666666668,70.04166666666667
136,6.766666666666667,85.125
137,7.199999999999999,78.625
138,7.929166666666666,81.29166666666667
139,5.825,78.5
140,5.779166666666666,76.83333333333333
141,4.5874999999999995,75.41666666666667
142,6.537499999999998,78.16666666666667
143,6.1375,76.0
144,5.841666666666668,67.66666666666667
145,6.308333333333334,67.70833333333333
146,7.491666666666667,71.25
147,6.229166666666668,57.791666666666664
148,4.891666666666667,54.5
149,6.870833333333333,76.375
150,4.7749999999999995,70.95833333333333
151,4.875,65.70833333333333
152,7.570833333333333,75.875
153,5.2749999999999995,71.25
154,4.716666666666667,64.54166666666667
155,6.533333333333332,64.08333333333333
156,6.6875,68.04166666666667
157,5.825000000000002,67.5
158,3.3791666666666664,51.875
159,4.7333333333333325,48.25
160,7.7124999999999995,68.04166666666667
161,8.254166666666665,76.91666666666667
162,8.0375,75.625
163,6.383333333333334,66.91666666666667
164,5.5375000000000005,58.5
165,8.545833333333333,79.125
166,9.583333333333332,74.66666666666667
167,5.429166666666667,58.916666666666664
168,4.533333333333334,52.041666666666664
169,6.108333333333333,60.541666666666664
170,6.608333333333334,63.916666666666664
171,7.695833333333334,72.375
172,7.8500000000000005,75.91666666666667
173,7.433333333333334,70.91666666666667
174,7.8666666666666645,76.91666666666667
175,8.291666666666668,81.41666666666667
176,6.220833333333332,72.0
177,6.020833333333333,77.0
178,6.508333333333334,69.20833333333333
179,4.9750000000000005,56.416666666666664
180,5.270833333333335,49.75
181,7.641666666666667,66.91666666666667
182,7.462499999999999,75.0
183,7.816666666666666,71.83333333333333
184,6.391666666666667,65.58333333333333
185,5.2875000000000005,57.125
186,4.825000000000002,53.666666666666664
187,6.095833333333332,54.833333333333336
188,6.654166666666666,66.08333333333333
189,7.0249999999999995,71.41666666666667
190,6.6000000000000005,72.16666666666667
191,6.408333333333334,74.58333333333333
192,6.275000000000001,71.95833333333333
193,5.5874999999999995,65.875
194,6.487500000000001,64.375
195,7.329166666666667,70.33333333333333
196,7.433333333333333,73.91666666666667
197,6.937499999999999,70.04166666666667
198,6.116666666666667,72.0
199,5.204166666666667,69.75
200,6.3999999999999995,74.33333333333333
201,5.924999999999998,78.08333333333333
202,5.645833333333333,74.375
203,4.9958333333333345,72.83333333333333
204,4.6125,58.333333333333336
205,3.5166666666666675,44.583333333333336
206,6.345833333333334,49.583333333333336
207,6.091666666666668,50.208333333333336
208,6.070833333333334,56.583333333333336
209,4.945833333333335,47.416666666666664
210,5.341666666666666,53.0
211,5.791666666666667,62.333333333333336
212,5.241666666666666,51.541666666666664
213,7.212500000000001,66.25
214,5.8875,74.16666666666667
215,4.191666666666667,72.04166666666667
216,3.545833333333333,73.45833333333333
217,4.8,66.75
218,6.870833333333333,71.20833333333333
219,6.933333333333334,74.04166666666667
220,7.733333333333332,75.0
221,5.637499999999999,68.08333333333333
222,5.5625,71.29166666666667
223,5.458333333333333,73.08333333333333
224,5.0666666666666655,74.20833333333333
225,5.170833333333335,72.54166666666667
226,4.7,66.95833333333333
227,5.104166666666667,67.70833333333333
228,5.283333333333332,68.375
229,6.579166666666667,72.45833333333333
230,6.254166666666667,75.45833333333333
231,6.249999999999999,78.79166666666667
232,5.033333333333333,74.79166666666667
233,6.891666666666665,77.25
234,4.9208333333333325,70.29166666666667
235,5.3083333333333345,73.875
236,5.483333333333332,77.58333333333333
237,3.8708333333333336,70.875
238,4.270833333333333,64.125
239,4.554166666666666,65.91666666666667
240,5.570833333333334,69.0
241,6.5,67.08333333333333
242,5.800000000000001,70.83333333333333
243,3.7624999999999997,61.166666666666664
244,6.808333333333334,74.91666666666667
245,4.125,69.79166666666667
246,4.945833333333334,76.25
247,4.554166666666667,73.95833333333333
248,5.033333333333334,74.625
249,4.5625,73.41666666666667
250,5.300000000000002,77.70833333333333
251,3.625,69.58333333333333
252,2.6999999999999997,58.875
253,3.4583333333333326,47.625
254,3.4583333333333335,57.083333333333336
255,4.541666666666667,70.25
256,4.8291666666666675,68.29166666666667
257,5.062500000000001,75.45833333333333
258,3.7416666666666667,69.70833333333333
259,6.091666666666666,75.375
260,5.574999999999999,81.25
261,4.316666666666666,80.41666666666667
262,4.425000000000001,76.25
263,5.375,79.91666666666667
264,3.908333333333333,74.66666666666667
265,3.820833333333334,79.70833333333333
266,4.420833333333334,81.66666666666667
267,4.05,79.08333333333333
268,4.466666666666667,82.54166666666667
269,4.9125000000000005,81.45833333333333
270,3.4374999999999987,83.91666666666667
271,3.9083333333333337,81.41666666666667
272,4.166666666666666,82.5
273,4.291666666666667,51.708333333333336
274,1.8833333333333335,33.625
275,1.4124999999999999,29.416666666666668
276,2.4833333333333334,29.75
277,2.0958333333333337,35.625
278,2.4250000000000003,45.458333333333336
279,3.8375000000000004,66.29166666666667
280,4.316666666666666,66.16666666666667
281,4.733333333333333,77.5
282,4.25,78.33333333333333
283,2.8749999999999996,73.5
284,4.820833333333334,44.208333333333336
285,3.9166666666666674,41.25
286,6.8,87.70833333333333
287,4.3,78.33333333333333
288,2.783333333333333,82.25
289,3.099999999999999,80.04166666666667
290,2.1249999999999996,79.29166666666667
291,3.5375,82.95833333333333
292,4.741666666666668,86.54166666666667
293,3.9583333333333344,76.04166666666667
294,3.0125000000000006,77.70833333333333
295,2.670833333333333,80.04166666666667
296,5.495833333333334,83.54166666666667
297,6.470833333333332,84.79166666666667
298,5.004166666666667,77.95833333333333
299,3.441666666666667,78.5
300,2.6083333333333334,74.625
301,2.7791666666666672,68.16666666666667
302,3.8541666666666665,70.16666666666667
303,4.104166666666667,93.41666666666667
304,3.333333333333334,90.08333333333333
305,4.020833333333333,80.41666666666667
306,2.3833333333333337,77.91666666666667
307,2.5958333333333337,74.91666666666667
308,2.608333333333334,70.54166666666667
309,2.7833333333333337,82.04166666666667
310,2.716666666666667,84.875
311,2.3625,74.25
312,1.9500000000000004,74.91666666666667
313,2.1875,85.41666666666667
314,3.9166666666666674,87.83333333333333
315,2.1791666666666667,80.75
316,4.479166666666667,96.83333333333333
317,3.608333333333334,89.125
318,3.5791666666666675,85.54166666666667
319,2.75,62.916666666666664
320,3.0250000000000004,53.583333333333336
321,2.8791666666666664,59.541666666666664
322,5.204166666666667,91.54166666666667
323,2.5166666666666666,96.33333333333333
324,1.3833333333333335,86.95833333333333
325,5.733333333333332,95.33333333333333
326,3.816666666666667,71.58333333333333
327,3.2958333333333325,63.458333333333336
328,3.0916666666666672,57.833333333333336
329,1.9750000000000003,57.916666666666664
330,1.2500000000000002,64.875
331,3.5000000000000004,87.54166666666667
332,2.9124999999999996,98.25
333,4.0375,96.875
334,3.2541666666666664,93.75
335,5.604166666666668,98.20833333333333
336,7.749999999999999,96.79166666666667
337,3.2416666666666667,94.16666666666667
338,3.5,99.75
339,2.6874999999999996,95.66666666666667
340,2.6833333333333336,97.04166666666667
341,2.670833333333333,94.95833333333333
342,1.6000000000000003,97.33333333333333
343,5.137499999999999,99.33333333333333
344,8.791666666666666,99.70833333333333
345,2.1875,97.20833333333333
346,1.679166666666667,91.54166666666667
347,3.229166666666668,94.20833333333333
348,6.408333333333334,99.16666666666667
349,5.7541666666666655,95.08333333333333
350,3.308333333333333,96.70833333333333
351,3.545833333333334,98.66666666666667
352,4.304166666666666,100.0
353,2.108333333333334,96.91666666666667
354,3.6083333333333343,98.875
