Year,Month,Day,Relative Humidity
2019,1,1,57.23
2019,1,1,58.45
2019,1,1,58.92
2019,1,1,58.43
2019,1,1,58.11
2019,1,1,58.02
2019,1,1,56.92
2019,1,1,56.11
2019,1,1,55.7
2019,1,1,55.32
2019,1,1,54.85
2019,1,1,53.52
2019,1,1,52.73
2019,1,1,52.2
2019,1,1,49.66
2019,1,1,45.5
2019,1,1,40.94
2019,1,1,37.84
2019,1,1,35.93
2019,1,1,34.82
2019,1,1,35.26
2019,1,1,37.1
2019,1,1,43.26
2019,1,1,45.22
2019,1,2,53.27
2019,1,2,55.8
2019,1,2,56.27
2019,1,2,56.18
2019,1,2,55.77
2019,1,2,54.27
2019,1,2,52.49
2019,1,2,49.84
2019,1,2,47.14
2019,1,2,45.32
2019,1,2,43.16
2019,1,2,40.62
2019,1,2,38.08
2019,1,2,35.73
2019,1,2,31.75
2019,1,2,30.43
2019,1,2,27.03
2019,1,2,20.89
2019,1,2,18.24
2019,1,2,17.75
2019,1,2,18.61
2019,1,2,21.06
2019,1,2,34.52
2019,1,2,25.48
2019,1,3,26.91
2019,1,3,32.24
2019,1,3,38.62
2019,1,3,42.74
2019,1,3,41.63
2019,1,3,39.06
2019,1,3,37.68
2019,1,3,37.28
2019,1,3,38.1
2019,1,3,39.9
2019,1,3,43.57
2019,1,3,47.9
2019,1,3,50.76
2019,1,3,52.46
2019,1,3,46.73
2019,1,3,39.86
2019,1,3,34.86
2019,1,3,31.43
2019,1,3,27.74
2019,1,3,27.11
2019,1,3,28.94
2019,1,3,38.13
2019,1,3,49.48
2019,1,3,48.28
2019,1,4,54.74
2019,1,4,56.82
2019,1,4,55.22
2019,1,4,53.59
2019,1,4,51.89
2019,1,4,51.41
2019,1,4,51.76
2019,1,4,52.53
2019,1,4,53.54
2019,1,4,53.44
2019,1,4,53.7
2019,1,4,53.46
2019,1,4,54.04
2019,1,4,53.48
2019,1,4,47.01
2019,1,4,40.4
2019,1,4,35.58
2019,1,4,31.41
2019,1,4,27.64
2019,1,4,25.43
2019,1,4,29.22
2019,1,4,43.15
2019,1,4,42.62
2019,1,4,38.77
2019,1,5,43.62
2019,1,5,45.78
2019,1,5,46.96
2019,1,5,46.67
2019,1,5,45.95
2019,1,5,44.68
2019,1,5,43.54
2019,1,5,42.16
2019,1,5,40.08
2019,1,5,38.68
2019,1,5,37.98
2019,1,5,37.53
2019,1,5,36.72
2019,1,5,35.51
2019,1,5,31.95
2019,1,5,31.55
2019,1,5,30.57
2019,1,5,24.21
2019,1,5,22.22
2019,1,5,22.46
2019,1,5,27.33
2019,1,5,42.62
2019,1,5,43.75
2019,1,5,40.18
2019,1,6,39.91
2019,1,6,39.04
2019,1,6,38.61
2019,1,6,39.25
2019,1,6,40.88
2019,1,6,43.08
2019,1,6,44.4
2019,1,6,45.85
2019,1,6,47.65
2019,1,6,49.51
2019,1,6,49.05
2019,1,6,50.48
2019,1,6,51.88
2019,1,6,52.64
2019,1,6,49.68
2019,1,6,46.48
2019,1,6,42.99
2019,1,6,38.76
2019,1,6,37.17
2019,1,6,37.1
2019,1,6,40.48
2019,1,6,44.34
2019,1,6,47.83
2019,1,6,46.51
2019,1,7,54.75
2019,1,7,58.43
2019,1,7,60.22
2019,1,7,60.38
2019,1,7,59.24
2019,1,7,58.62
2019,1,7,57.43
2019,1,7,55.71
2019,1,7,54.29
2019,1,7,52.53
2019,1,7,50.05
2019,1,7,47.17
2019,1,7,45.48
2019,1,7,44.17
2019,1,7,40.79
2019,1,7,35.09
2019,1,7,30.27
2019,1,7,28.14
2019,1,7,27.79
2019,1,7,28.3
2019,1,7,29.26
2019,1,7,31.89
2019,1,7,37.36
2019,1,7,41.8
2019,1,8,50.41
2019,1,8,53.4
2019,1,8,55.19
2019,1,8,57.65
2019,1,8,60.64
2019,1,8,62.48
2019,1,8,63
2019,1,8,62.56
2019,1,8,61.29
2019,1,8,59.94
2019,1,8,59.18
2019,1,8,58.03
2019,1,8,56.68
2019,1,8,54.54
2019,1,8,48.63
2019,1,8,45.24
2019,1,8,39.88
2019,1,8,35.89
2019,1,8,32.79
2019,1,8,30.87
2019,1,8,30.66
2019,1,8,34.11
2019,1,8,49.48
2019,1,8,48.51
2019,1,9,51.69
2019,1,9,54.1
2019,1,9,56.23
2019,1,9,57.1
2019,1,9,56.25
2019,1,9,54.29
2019,1,9,52.09
2019,1,9,50.7
2019,1,9,50.23
2019,1,9,49.84
2019,1,9,49.06
2019,1,9,47.91
2019,1,9,46.41
2019,1,9,43.23
2019,1,9,37.8
2019,1,9,35.94
2019,1,9,30.39
2019,1,9,29.48
2019,1,9,27.74
2019,1,9,26.63
2019,1,9,29.11
2019,1,9,40.2
2019,1,9,45.21
2019,1,9,44.65
2019,1,10,47.12
2019,1,10,49.51
2019,1,10,51.96
2019,1,10,52.37
2019,1,10,50.42
2019,1,10,47.4
2019,1,10,44.99
2019,1,10,44.28
2019,1,10,44.45
2019,1,10,44.01
2019,1,10,43.04
2019,1,10,42
2019,1,10,41.57
2019,1,10,40.62
2019,1,10,36.76
2019,1,10,34.78
2019,1,10,28.8
2019,1,10,23.7
2019,1,10,21.19
2019,1,10,20.52
2019,1,10,21.97
2019,1,10,32.92
2019,1,10,42.35
2019,1,10,42.94
2019,1,11,47.24
2019,1,11,51.15
2019,1,11,53.97
2019,1,11,56.85
2019,1,11,59.87
2019,1,11,63.8
2019,1,11,68.94
2019,1,11,73.09
2019,1,11,76.78
2019,1,11,81.13
2019,1,11,85.88
2019,1,11,88.18
2019,1,11,89.13
2019,1,11,88.98
2019,1,11,86.34
2019,1,11,83.27
2019,1,11,80.65
2019,1,11,78.85
2019,1,11,78.19
2019,1,11,78.18
2019,1,11,78.72
2019,1,11,80.06
2019,1,11,83.4
2019,1,11,85
2019,1,12,85.72
2019,1,12,85.7
2019,1,12,85.78
2019,1,12,86.31
2019,1,12,86.52
2019,1,12,86.58
2019,1,12,85.92
2019,1,12,85.31
2019,1,12,84.33
2019,1,12,83.75
2019,1,12,83.48
2019,1,12,83.13
2019,1,12,83.2
2019,1,12,82.45
2019,1,12,78.66
2019,1,12,74.16
2019,1,12,73.1
2019,1,12,70.27
2019,1,12,67.6
2019,1,12,64.85
2019,1,12,64.08
2019,1,12,64.92
2019,1,12,70.59
2019,1,12,67.92
2019,1,13,72.33
2019,1,13,75.53
2019,1,13,77.39
2019,1,13,77.66
2019,1,13,77.11
2019,1,13,75.54
2019,1,13,74.05
2019,1,13,72.96
2019,1,13,73.16
2019,1,13,75.21
2019,1,13,76.43
2019,1,13,76.84
2019,1,13,76.11
2019,1,13,73.78
2019,1,13,64.08
2019,1,13,54.86
2019,1,13,56.07
2019,1,13,55.65
2019,1,13,53.58
2019,1,13,51.17
2019,1,13,50.32
2019,1,13,51.86
2019,1,13,62.81
2019,1,13,58.6
2019,1,14,61.5
2019,1,14,66.26
2019,1,14,69.85
2019,1,14,70.1
2019,1,14,68.48
2019,1,14,66.73
2019,1,14,64.99
2019,1,14,63.11
2019,1,14,61.75
2019,1,14,60.16
2019,1,14,57.11
2019,1,14,53.81
2019,1,14,50.89
2019,1,14,47.35
2019,1,14,39.24
2019,1,14,32.66
2019,1,14,33.54
2019,1,14,31.83
2019,1,14,27.29
2019,1,14,24.59
2019,1,14,23.82
2019,1,14,28.69
2019,1,14,40.11
2019,1,14,26.47
2019,1,15,29.58
2019,1,15,36.74
2019,1,15,41.82
2019,1,15,43.46
2019,1,15,43.16
2019,1,15,41.66
2019,1,15,40.29
2019,1,15,39.13
2019,1,15,37.64
2019,1,15,36.94
2019,1,15,37.48
2019,1,15,39.88
2019,1,15,43.91
2019,1,15,48.44
2019,1,15,47.5
2019,1,15,46.51
2019,1,15,44.9
2019,1,15,42.12
2019,1,15,38.42
2019,1,15,36.93
2019,1,15,37.5
2019,1,15,42.94
2019,1,15,59.36
2019,1,15,54.71
2019,1,16,58.19
2019,1,16,58.81
2019,1,16,58.13
2019,1,16,57.34
2019,1,16,56.39
2019,1,16,56.05
2019,1,16,56.53
2019,1,16,58.07
2019,1,16,60.32
2019,1,16,62.92
2019,1,16,64.44
2019,1,16,64.64
2019,1,16,64.21
2019,1,16,64.43
2019,1,16,61.9
2019,1,16,59.72
2019,1,16,58.33
2019,1,16,56.22
2019,1,16,53.34
2019,1,16,51.05
2019,1,16,50.02
2019,1,16,54.04
2019,1,16,62.57
2019,1,16,62.2
2019,1,17,64.49
2019,1,17,64.63
2019,1,17,64.9
2019,1,17,65.7
2019,1,17,65.35
2019,1,17,63.63
2019,1,17,62.01
2019,1,17,61.11
2019,1,17,59.5
2019,1,17,57.91
2019,1,17,57.02
2019,1,17,56.54
2019,1,17,56.16
2019,1,17,54.84
2019,1,17,48.12
2019,1,17,44.52
2019,1,17,39.3
2019,1,17,36.22
